paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_58bcba9ce062,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811837332377305093_10.1287%2Fmoor.1090.0402.fixed.md,10.1287/moor.1090.0402,Time Continuity and Nonadditive Expected Utility,time continuity and nonadditive expected utility,Roee Teper,teper,2009.0,,9
paper_2e104814a98e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811837497242812416_10.1287%2Fmoor.1090.0398.fixed.md,10.1287/moor.1090.0398,Refined MDP-Based Branch-and-Fix Algorithm for the Hamiltonian Cycle Problem,refined mdp based branch and fix algorithm for the hamiltonian cycle problem,Vladimir Ejov; Jerzy A. Filar; Michael Haythorpe; Giang T. Nguyen,ejov,2009.0,,23
paper_cf4b737a16e8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811837811018694656_10.1287%2Fmoor.1090.0390.fixed.md,10.1287/moor.1090.0390,Stochastic Combinatorial Optimization with Controllable Risk Aversion Level,stochastic combinatorial optimization with controllable risk aversion level,Anthony Man-Cho So; Jiawei Zhang; Yinyu Ye,so,2009.0,,18
paper_982ebd4b9ff9,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811838186853498880_10.1287%2Fmoor.1090.0389.fixed.md,10.1287/moor.1090.0389,Importance Sampling for Weighted-Serve-the-Longest-Queue,importance sampling for weighted serve the longest queue,Paul Dupuis; Kevin Leder; Hui Wang,dupuis,2009.0,,9
paper_0678395dfcb7,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811838211461480449_10.1287%2Fmoor.1090.0393.fixed.md,10.1287/moor.1090.0393,Integer Knapsacks: Average Behavior of the Frobenius Numbers,integer knapsacks average behavior of the frobenius numbers,Iskander Aliev; Martin Henk,aliev,2009.0,,9
paper_c85688417cb5,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811838543805546497_10.1287%2Fmoor.1090.0391.fixed.md,10.1287/moor.1090.0391,A Fully Polynomial-Time Approximation Scheme for Single-Item Stochastic Inventory Control with Discrete Demand,a fully polynomial time approximation scheme for single item stochastic inventory control with discrete demand,Nir Halman; Diego Klabjan; Mohamed Mostagir; Jim Orlin; David Simchi-Levi,halman,2009.0,,9
paper_4a42dfafe289,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811840239210332160_10.1287%2Fmoor.1090.0397.fixed.md,10.1287/moor.1090.0397,Markov Decision Processes with Arbitrary Reward Processes,markov decision processes with arbitrary reward processes,Jia Yuan Yu; Shie Mannor; Nahum Shimkin,yu,2009.0,,9
paper_3d1f067c6419,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811840756548370433_10.1287%2Fmoor.1090.0375.fixed.md,10.1287/moor.1090.0375,Tail Decay Rates in Double QBD Processes and Related Reflected Random Walks,tail decay rates in double qbd processes and related reflected random walks,Masakiyo Miyazawa,miyazawa,2009.0,,9
paper_2b7c7c5aa52b,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811841067971248128_10.1287%2Fmoor.1080.0370.fixed.md,10.1287/moor.1080.0370,Minimal Valid Inequalities for Integer Constraints,minimal valid inequalities for integer constraints,Valentin Borozan; G茅rard Cornu茅jols,borozan,2009.0,,26
paper_f26fb74d027d,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811842374228508672_10.1287%2Fmoor.1090.0395.fixed.md,10.1287/moor.1090.0395,A Structure Theory for the Parametric Submodular Intersection Problem,a structure theory for the parametric submodular intersection problem,Satoru Fujishige; Kiyohito Nagano,fujishige,2009.0,,9
paper_ee1ecec397a8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811843287429152769_10.1287%2Fmoor.1090.0392.fixed.md,10.1287/moor.1090.0392,Extended Formulations for Packing and Partitioning Orbitopes,extended formulations for packing and partitioning orbitopes,Yuri Faenza; Volker Kaibel,faenza,2009.0,,9
paper_231db0b33a24,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811843825919066113_10.1287%2Fmoor.1090.0396.fixed.md,10.1287/moor.1090.0396,Online Markov Decision Processes,online markov decision processes,Eyal Even-Dar; Sham M. Kakade; Yishay Mansour,dar,2009.0,,9
paper_9ebfcb959c2b,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811855690401316865_10.1287%2Fmoor.1080.0359.fixed.md,10.1287/moor.1080.0359,Time Average Replicator and Best-Reply Dynamics,time average replicator and best reply dynamics,Josef Hofbauer; Sylvain Sorin; Yannick Viossat,hofbauer,2009.0,,9
paper_cf36e548364a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811857829181784065_10.1287%2Fmoor.1080.0364.fixed.md,10.1287/moor.1080.0364,Stochastic Depletion Problems: Effective Myopic Policies for a Class of Dynamic Optimization Problems,stochastic depletion problems effective myopic policies for a class of dynamic optimization problems,Carri W. Chan; Vivek F. Farias,chan,2009.0,,9
paper_fdd6db984cbe,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858078734483457_10.1287%2Fmoor.1080.0361.fixed.md,10.1287/moor.1080.0361,Credit Risk Models with Incomplete Information,credit risk models with incomplete information,Xin Guo; Robert A. Jarrow; Yan Zeng,guo,2009.0,,9
paper_8afa0c5ae99e,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858095641722885_10.1287%2Fmoor.1080.0366.fixed.md,10.1287/moor.1080.0366,Queue-and-Idleness-Ratio Controls in Many-Server Service Systems,queue and idleness ratio controls in many server service systems,Itay Gurvich; Ward Whitt,gurvich,2009.0,,9
paper_e3ff22f01ff6,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858235223965697_10.1287%2Fmoor.1080.0362.fixed.md,10.1287/moor.1080.0362,Penalty and Smoothing Methods for Convex Semi-Infinite Programming,penalty and smoothing methods for convex semi infinite programming,Alfred Auslender; Miguel A. Goberna; Marco A. L贸pez,auslender,2009.0,,20
paper_04fab9f49289,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858349539721216_10.1287%2Fmoor.1080.0367.fixed.md,10.1287/moor.1080.0367,An Adaptive Algorithm for Finding the Optimal Base-Stock Policy in Lost Sales Inventory Systems with Censored Demand,an adaptive algorithm for finding the optimal base stock policy in lost sales inventory systems with censored demand,Woonghee Tim Huh; Ganesh Janakiraman; John A. Muckstad; Paat Rusmevichientong,huh,2009.0,,9
paper_aedf82f7c572,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858430804361217_10.1287%2Fmoor.1090.0377.fixed.md,10.1287/moor.1090.0377,Maximum Entropy Principle with General Deviation Measures,maximum entropy principle with general deviation measures,Bogdan Grechuk; Anton Molyboha; Michael Zabarankin,grechuk,2009.0,,9
paper_92171bc477fe,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858452576993281_10.1287%2Fmoor.1080.0365.fixed.md,10.1287/moor.1080.0365,"A Weighted $K_{t,t}$-Free $t$-Factor Algorithm for Bipartite Graphs",a weighted k t t free t factor algorithm for bipartite graphs,Kenjiro Takazawa,takazawa,2009.0,,21
paper_a0f18b7dcc91,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858453281636356_10.1287%2Fmoor.1090.0381.fixed.md,10.1287/moor.1090.0381,Online Scheduling with Bounded Migration,online scheduling with bounded migration,Peter Sanders; Naveen Sivadasan; Martin Skutella,sanders,2009.0,,16
paper_7abbaa6b27d8,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858588027846658_10.1287%2Fmoor.1080.0369.fixed.md,10.1287/moor.1080.0369,An Information-Based Approximation Scheme for Stochastic Optimization Problems in Continuous Time,an information based approximation scheme for stochastic optimization problems in continuous time,Daniel Kuhn,kuhn,2009.0,,9
paper_59c39a1d7411,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858699470503937_10.1287%2Fmoor.1090.0380.fixed.md,10.1287/moor.1090.0380,Belief Propagation: An Asymptotically Optimal Algorithm for the Random Assignment Problem,belief propagation an asymptotically optimal algorithm for the random assignment problem,Justin Salez; Devavrat Shah,salez,2009.0,,9
paper_776d0c2416ff,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858777262260224_10.1287%2Fmoor.1090.0382.fixed.md,10.1287/moor.1090.0382,Earliest Arrival Flows with Multiple Sources,earliest arrival flows with multiple sources,Nadine Baumann; Martin Skutella,baumann,2009.0,,9
paper_a5cff4578ed2,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811858815082299393_10.1287%2Fmoor.1080.0371.fixed.md,10.1287/moor.1080.0371,Partially Observed Markov Decision Process Multiarmed Bandits鈥擲tructural Results,partially observed markov decision process multiarmed bandits structural results,Vikram Krishnamurthy; Bo Wahlberg,krishnamurthy,2009.0,,9
paper_0055330a295f,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894927347679234_10.1287%2Fmoor.24.2.509.fixed.md,10.1287/moor.24.2.509,Martingale Measures and Hedging for Discrete-Time Financial Markets,martingale measures and hedging for discrete time financial markets,Manfred Sch盲l,sch l,1999.0,,9
paper_b7b91443d69a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894927611920386_10.1287%2Fmoor.9.3.376.fixed.md,10.1287/moor.9.3.376,Approximation Algorithms for the Assembly Line Crew Scheduling Problem,approximation algorithms for the assembly line crew scheduling problem,Wen-Lian Hsu,hsu,1984.0,,9
paper_2dad38463328,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894927729360898_10.1287%2Fmoor.11.1.9.fixed.md,10.1287/moor.11.1.9,Approximation to Optimization Problems: An Elementary Review,approximation to optimization problems an elementary review,Peter Kall,kall,1986.0,,9
paper_9731a80cbb2c,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894931097387009_10.1287%2Fmoor.24.4.847.fixed.md,10.1287/moor.24.4.847,Interlacing Eigenvalues in Time Reversible Markov Chains,interlacing eigenvalues in time reversible markov chains,Mark Brown,brown,1999.0,,9
paper_af356b993d8c,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894931760087040_10.1287%2Fmoor.13.2.243.fixed.md,10.1287/moor.13.2.243,Global Regularity Theorems,global regularity theorems,A. A. Auslender; J.-P. Crouzeix,auslender,1988.0,,9
paper_86387ba2fa47,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894932116602882_10.1287%2Fmoor.24.1.72.fixed.md,10.1287/moor.24.1.72,"Superlinear Convergence of an Algorithm for Monotone Linear Complementarity Problems, When No Strictly Complementary Solution Exists",superlinear convergence of an algorithm for monotone linear complementarity problems when no strictly complementary solution exists,Jos F. Sturm,sturm,1999.0,,16
paper_deb9a420e7b3,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894934935175168_10.1287%2Fmoor.2.3.230.fixed.md,10.1287/moor.2.3.230,A Substitute Inverse for the Basis of a Staircase Structure Linear Program,a substitute inverse for the basis of a staircase structure linear program,Richard D. Wollmer,wollmer,1977.0,,19
paper_5eab9bfe7e21,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894935316856834_10.1287%2Fmoor.2.3.292.fixed.md,10.1287/moor.2.3.292,The Probability that a Random Polytope is Bounded,the probability that a random polytope is bounded,Brian K. Schmidt; T. H. Mattheiss,schmidt,1977.0,,9
paper_9a0dba6e25de,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894939045593089_10.1287%2Fmoor.20.2.355.fixed.md,10.1287/moor.20.2.355,Problems of Adaptive Optimization In Multiclass M/GI/1 Queues with Bernoulli Feedback,problems of adaptive optimization in multiclass m gi 1 queues with bernoulli feedback,Partha P. Bhattacharya; Leonidas Georgiadis; Pantelis Tsoucas,bhattacharya,1995.0,,9
paper_8a81290eb5f2,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894939376943105_10.1287%2Fmoor.9.2.159.fixed.md,10.1287/moor.9.2.159,Necessary Conditions in Nonsmooth Optimization,necessary conditions in nonsmooth optimization,A. D. Ioffe,ioffe,1984.0,,17
paper_3918efcbc66a,mathematics_of_operations_research-鍓湰,mathematics of operations research,mathematics_of_operations_research-鍓湰/864_811894943449612289_10.1287%2Fmoor.20.3.617.fixed.md,10.1287/moor.20.3.617,On the Von Neumann Economic Growth Problem,on the von neumann economic growth problem,Yinyu Ye,ye,1995.0,,16
